Pod Memory Report

Namespace,Pod Name,Memory Request,Memory Limit,Avg Memory Usage,Suggested Request,90%tile Memory Usage,90%tile Memory Usage,Max Memory Usage
lacework,lacework-agent-p688b,3040870400,inf,1527473336.6557376,1533814433.4114275,1534812160.0,1534812160.0,1534812160
monitoring,filebeat-vhzw2,3600000000,inf,1527016061.9016395,1555517615.2658663,1564852224.0,1565143859.2,1565581312
kube-system,aws-node-2js7v,0,inf,481827252.4590164,482395855.0022969,482758656.0,482758656.0,482758656
kube-system,ebs-csi-node-95knj,1610612736,inf,100559620.19672132,100911524.7981685,101122048.0,101122048.0,101122048
kube-system,kube-proxy-9b7zk,0,inf,104490437.24590164,104853345.33676878,105144320.0,105144320.0,105144320
lacework,lacework-agent-w4zqx,3040870400,inf,1449070256.262295,1467544801.3477294,1468637184.0,1468637184.0,1468637184
monitoring,filebeat-g7w74,3600000000,inf,687961675.5409836,701894639.7068735,709406720.0,709406720.0,709406720
spr-apps,standalone-lst-backfill-data-matcher-feed-dedicated1-deplo9w8th,69793218560,inf,13579597596.444445,18755336635.793533,18061529088.0,18061529088.0,18061529088
kube-system,aws-node-dk8zw,0,inf,549416691.409836,550055976.2282461,550371328.0,550382796.8,550400000
kube-system,ebs-csi-node-j2s5x,1610612736,inf,102423233.04918033,102760814.62567438,103317504.0,103317504.0,103317504
kube-system,kube-proxy-tznmz,0,inf,108703542.55737706,109107897.79245304,109748224.0,109748224.0,109748224
lacework,lacework-agent-499qh,3040870400,inf,1853940853.5081968,1858166783.086526,1860362240.0,1860362240.0,1860362240
monitoring,filebeat-7x99r,3600000000,inf,1081054392.6557376,1129272717.628155,1190223872.0,1190223872.0,1190223872
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-cmmqt,18253611008,inf,10199494320.262295,10204135611.24678,10205507584.0,10205507584.0,10205507584
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-km5k9,18253611008,inf,10152415836.32787,10152871141.219849,10153472000.0,10153472000.0,10153472000
kube-system,aws-node-dj8mk,0,inf,574997285.7704918,575335979.6652004,575770624.0,575770624.0,575770624
kube-system,ebs-csi-node-rzs79,1610612736,inf,102185866.49180327,102437282.30742477,102612992.0,102612992.0,102612992
kube-system,kube-proxy-gdq2j,0,inf,109610302.95081967,110176036.8804141,110706688.0,110706688.0,110706688
lacework,lacework-agent-jp5x8,3040870400,inf,1527872797.3770492,1536673527.7836986,1545703424.0,1545703424.0,1545703424
monitoring,filebeat-qfx6z,3600000000,inf,848955761.3114754,887461674.1566296,882769920.0,990879744.0,990879744
kube-system,aws-node-zl8jx,0,inf,642434836.9836066,642815027.6687379,643035136.0,643051520.0,643051520
kube-system,ebs-csi-node-p6z5z,1610612736,inf,152170025.96721312,152460407.1376464,152625152.0,152625152.0,152625152
kube-system,kube-proxy-psvt9,0,inf,196679444.98360655,197386230.92977154,198533120.0,198533120.0,198533120
lacework,lacework-agent-w28gr,3040870400,inf,1398713025.0491803,1408747697.785985,1424461824.0,1424461824.0,1424461824
monitoring,filebeat-lvrdf,3600000000,inf,583721564.3278688,593156069.0982486,601763840.0,601763840.0,601763840
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-fbrwg,18253611008,inf,10111138899.934425,10112008159.662146,10112978944.0,10112978944.0,10112978944
kube-system,aws-node-z4n58,0,inf,501866227.40983605,502403657.2982007,503013376.0,503013376.0,503013376
kube-system,kube-proxy-568x6,0,inf,124739315.40983607,125180874.76561894,125648896.0,125648896.0,125648896
lacework,lacework-agent-89dxr,3040870400,inf,1509070210.0983605,1518511871.6401663,1522540544.0,1522540544.0,1522540544
monitoring,filebeat-c2tlw,3600000000,inf,478519296.0,485198634.46310014,492539904.0,492539904.0,492539904
kube-system,aws-node-dkkkn,0,inf,514950328.6557377,515383072.1343447,515653632.0,515653632.0,515653632
kube-system,ebs-csi-node-km8k2,1610612736,inf,101690250.49180327,101957367.20043245,102178816.0,102178816.0,102178816
kube-system,kube-proxy-5t4f7,0,inf,109284435.93442623,109850855.32109751,110346240.0,110346240.0,110346240
lacework,lacework-agent-fdqzj,3040870400,inf,1661262394.7540984,1667795931.1047008,1666859008.0,1666859008.0,1666859008
monitoring,filebeat-s28l2,3600000000,inf,525354034.3606557,535837711.0577449,545423360.0,545423360.0,545423360
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-2nq7r,18253611008,inf,10143592313.704918,10144167100.860811,10144980992.0,10144980992.0,10144980992
spr-apps,lst-visual-inappropriate-content-deployment-7bcc5fccff-h8l64,44023414784,inf,28857479369.442623,28905311991.641808,28905295872.0,28906024960.0,28907118592
kube-system,aws-node-4rp4j,0,inf,353621445.24590164,355484845.8616745,355979264.0,355979264.0,355979264
kube-system,ebs-csi-node-mt4mr,1610612736,inf,104220369.83606558,109844782.53082144,110854144.0,112476160.0,112476160
kube-system,kube-proxy-99lkl,0,inf,97901383.3442623,104548577.26687682,104538112.0,107241472.0,107241472
lacework,lacework-agent-gtmhb,3040870400,inf,482300105.44262296,492019534.1115086,492158976.0,494206976.0,494206976
monitoring,filebeat-nq2rs,3600000000,inf,195475959.60655737,197011322.16653192,197754880.0,197754880.0,197754880
kube-system,aws-node-v5gdd,0,inf,449278086.295082,449827737.32803357,450375680.0,450375680.0,450375680
kube-system,ebs-csi-node-rn8dr,1610612736,inf,141413124.19672132,141745743.2227704,142188544.0,142188544.0,142188544
kube-system,kube-proxy-xknwn,0,inf,152028747.54098362,152402944.49424547,152772608.0,152772608.0,152772608
lacework,lacework-agent-b4z4z,3040870400,inf,1214819344.7868853,1219443951.700643,1223233536.0,1225276620.8,1228341248
monitoring,filebeat-lmgd5,3600000000,inf,223559277.1147541,228164165.3920914,229376000.0,229376000.0,229376000
kube-system,aws-node-8x6qv,0,inf,455231991.60655737,455797907.6137027,456355840.0,456355840.0,456355840
kube-system,ebs-csi-node-hhz67,1610612736,inf,77693666.62295082,77988698.54708007,78282752.0,78282752.0,78282752
kube-system,kube-proxy-gjjpw,0,inf,80743977.96721311,81324263.31376168,82010112.0,82010112.0,82010112
lacework,lacework-agent-csp5g,3040870400,inf,1368330575.737705,1380594737.2029095,1374945280.0,1379827712.0,1379827712
monitoring,filebeat-kdtqh,3600000000,inf,321585286.295082,339220277.6195875,369631232.0,369631232.0,369631232
spr-apps,spr-display-api-deployment-5887cc7458-kmtz5,131073741824,inf,73020465353.44263,73029230071.80957,73042292736.0,73044852736.0,73044852736
spr-apps,spr-display-api-deployment-5887cc7458-nkdbl,131073741824,inf,56584046894.16393,56593560692.60799,56600576000.0,56605511680.0,56605511680
kube-system,aws-node-fr92d,0,inf,541699760.2622951,542620625.8132477,543846400.0,543846400.0,543846400
kube-system,ebs-csi-node-xlx6x,1610612736,inf,146103178.4918033,146550010.68633792,146726912.0,146726912.0,146726912
kube-system,kube-proxy-rhc6c,0,inf,164422169.18032786,164981782.06074354,165396480.0,165396480.0,165396480
lacework,lacework-agent-pt542,3040870400,inf,1276278683.2786884,1287376508.6055417,1294725120.0,1294725120.0,1294725120
monitoring,filebeat-tvk5t,3600000000,inf,134425348.19672132,134620768.66862664,134864896.0,134864896.0,134864896
kube-system,aws-node-2bjk8,0,inf,581926039.0819672,582459612.9110547,582959104.0,582959104.0,582959104
kube-system,ebs-csi-node-d2jkj,1610612736,inf,147535435.54098362,148099907.97382882,148369408.0,148369408.0,148369408
kube-system,kube-proxy-75lpj,0,inf,167984346.2295082,168581202.82585967,169418752.0,169418752.0,169418752
lacework,lacework-agent-7l4d4,3040870400,inf,1394219310.1639345,1419192269.0206583,1439170560.0,1439170560.0,1439170560
monitoring,filebeat-kzh9h,3600000000,inf,426882434.09836066,451206629.18323076,499916800.0,499916800.0,499916800
kube-system,aws-node-6x9p5,0,inf,594241368.1311475,594790468.249285,595210240.0,595210240.0,595210240
kube-system,kube-proxy-c979w,0,inf,175183234.09836066,175911381.43854782,177426432.0,177426432.0,177426432
lacework,lacework-agent-qtrrc,3040870400,inf,1360263604.4590163,1369970987.5006769,1375150080.0,1375150080.0,1375150080
monitoring,filebeat-fqxsb,3600000000,inf,495547106.6229508,502602831.54821646,505036800.0,505036800.0,505036800
kube-system,aws-node-d5tbg,0,inf,398947214.2222222,511515706.27308744,631898112.0,631898112.0,631898112
kube-system,ebs-csi-node-wfqvr,1610612736,inf,83177927.1111111,100928609.47154328,114069504.0,114069504.0,114069504
kube-system,kube-proxy-c7twc,0,inf,89079125.33333333,108314380.47205374,117284864.0,117284864.0,117284864
lacework,lacework-agent-25nvc,3040870400,inf,498529393.7777778,606901628.8076996,654016512.0,654016512.0,654016512
monitoring,filebeat-snp6m,3600000000,inf,194615637.33333334,257371305.42536378,231907328.0,234332774.4,235638784
spr-apps,lst-matcher-matcher-lst-internal-ttm-deployment-787fb74f8c26gl5,430570471424,inf,216730673932.1905,283750446693.06836,266250551296.0,286267939225.60004,291272286208
kube-system,aws-node-gj85z,0,inf,530641903.21311474,531298478.36634177,531714048.0,531714048.0,531714048
kube-system,kube-proxy-pwc4h,0,inf,123443233.5737705,123970746.12330604,124801024.0,124801024.0,124801024
lacework,lacework-agent-sfs5t,3040870400,inf,1390324081.3114755,1397799412.9575162,1404997632.0,1404997632.0,1404997632
monitoring,filebeat-wc769,3600000000,inf,242797987.67213115,245104878.94910437,246304768.0,246304768.0,246304768
kube-system,aws-node-2l7hm,0,inf,587689379.6721312,588016268.3901796,588324864.0,588324864.0,588324864
kube-system,ebs-csi-node-9pfzb,1610612736,inf,62473266.36065574,62832188.24147356,63094784.0,63094784.0,63094784
kube-system,kube-proxy-vvhxf,0,inf,61746327.08196721,62156774.837665886,62742528.0,62742528.0,62742528
lacework,lacework-agent-qvmp6,3040870400,inf,1310475515.8032787,1315245377.8598397,1316929536.0,1316929536.0,1316929536
linkerd-viz,prometheus-58997bf9cc-wj28l,133668274176,inf,38071104965.2459,38441529841.30515,38578253824.0,38647578624.0,38647578624
monitoring,filebeat-8vhzk,3600000000,inf,210793992.39344263,216793440.10898063,217399296.0,217399296.0,217399296
kube-system,aws-node-l7hg5,0,inf,435901020.3278689,436289272.615226,436629504.0,436629504.0,436629504
monitoring,filebeat-5lhm8,3600000000,inf,1760987773.9016395,1783613194.6181,1793474560.0,1793474560.0,1793474560
kube-system,aws-node-4d5gl,0,inf,443389784.13114756,443714263.4962307,443936768.0,443936768.0,443936768
kube-system,kube-proxy-6r26c,0,inf,98725015.08196722,98988984.31674066,99221504.0,99221504.0,99221504
lacework,lacework-agent-ll7cs,3040870400,inf,1292814168.1311476,1298943783.5060096,1298980864.0,1298980864.0,1298980864
monitoring,filebeat-w96hh,3600000000,inf,706266296.6557378,715391174.7968864,719208448.0,719208448.0,719208448
spr-apps,kafka-scheduler-listeningexports-deployment-d6c86567c-zsbvv,41073741824,inf,25056320730.229507,25056498565.857418,25056722944.0,25056722944.0,25056722944
kube-system,aws-node-dtfsp,0,inf,434258390.0327869,434817113.10923636,434987008.0,435329433.6,435843072
kube-system,ebs-csi-node-5ghq6,1610612736,inf,102174518.55737706,102433205.5508334,102653952.0,102653952.0,102653952
kube-system,kube-proxy-tzklt,0,inf,115740336.26229508,116169245.8762499,116326400.0,116490240.0,116736000
lacework,lacework-agent-s29t4,3040870400,inf,1649774256.262295,1658059876.4764175,1663442944.0,1663442944.0,1663442944
monitoring,filebeat-z7mq6,3600000000,inf,2106966821.7704918,2170346217.2457867,2190774272.0,2211423027.2,2242396160
spr-apps,standalone-firehose-link-share-stitching-deployment-68b57dbg77b,39728447488,inf,25735009531.80328,25741898303.630165,25745387520.0,25745421926.4,25745473536
spr-apps,standalone-trends-anomaly-aggregate-deployment-568d6c4d4b-kl2s4,69793218560,inf,40851368171.016396,40851385749.24573,40851431424.0,40851431424.0,40851431424
spr-apps,standalone-hulk-engagement-stats-consumer-deployment-687485shvz,54760833024,inf,16155643904.0,22032045973.59559,20954066944.0,20954066944.0,20954066944
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-b28n9,61203283968,inf,2735935488.0,6135127654.807659,6369824768.0,6369824768.0,6369824768
spr-apps,standalone-lst-ml-tier2-deployment-77f9995fff-sdt5r,69793218560,inf,12747388700.444445,18365654507.055412,17617162240.0,17617162240.0,17617162240
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66djtptw,65498251264,inf,19781319991.652172,29876683048.573616,30151278592.0,30151278592.0,30151278592
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66dl5h84,65498251264,inf,5559898112.0,5559898112.0,5559898112.0,5559898112.0,5559898112
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66dxxgrn,65498251264,inf,34901872640.0,34901872640.0,34901872640.0,34901872640.0,34901872640
monitoring,filebeat-5j6fz,3600000000,inf,288185360.78688526,318028304.5731335,352112640.0,352112640.0,352112640
spr-apps,standalone-standalone-lst-plugin-feed-historic-deployment-dlpfs,172872433664,inf,56620761826.62295,95464192089.46655,121675444224.0,121675444224.0,121675444224
spr-apps,standalone-standalone-lst-plugin-feed-historic-deployment-dtwkq,172872433664,inf,45531080133.2459,69522079289.73962,120368504832.0,120368504832.0,120368504832
kube-system,aws-node-k9xpp,0,inf,438721485.6393443,439275000.5467301,439762944.0,439762944.0,439762944
kube-system,kube-proxy-lqcdk,0,inf,118047525.77049181,118470564.66112104,118710272.0,118710272.0,118710272
lacework,lacework-agent-7lvpk,3040870400,inf,1426477324.590164,1440089485.7789428,1444114432.0,1444114432.0,1444114432
monitoring,filebeat-v27f7,3600000000,inf,578215801.704918,602447101.833046,621068288.0,621068288.0,621068288
spr-apps,standalone-lst-backfill-data-matcher-feed-dedicated1-deplozzrwh,69793218560,inf,11019750130.526316,16019385689.437508,15608733696.0,15608733696.0,15608733696
kube-system,aws-node-2jnz7,0,inf,446225156.1967213,446608154.1297597,447164416.0,447164416.0,447164416
kube-system,ebs-csi-node-tvgq8,1610612736,inf,101983550.95081967,102290723.38924812,102604800.0,102604800.0,102604800
kube-system,kube-proxy-877mk,0,inf,111793403.80327868,112207467.02377231,112615424.0,112615424.0,112615424
lacework,lacework-agent-x8dhc,3040870400,inf,1693554587.2786884,1725038258.9420834,1783308288.0,1783308288.0,1783308288
monitoring,filebeat-pt5v2,3600000000,inf,905161744.7868853,929411766.1315176,949444608.0,970989568.0,970989568
spr-apps,standalone-standalone-unified-adoption-deployment-866b7f446z97m,18253611008,inf,11027845321.442623,11031261348.31536,11031273472.0,11042406400.0,11042406400
kube-system,aws-node-9hjht,0,inf,355004281.704918,355942915.6428957,356126720.0,356126720.0,356126720
kube-system,ebs-csi-node-hjmjb,1610612736,inf,98740190.4262295,99089198.00778405,99364864.0,99364864.0,99364864
kube-system,kube-proxy-h56pj,0,inf,84915451.80327868,85543573.78878762,86114304.0,86114304.0,86114304
lacework,lacework-agent-9rqdq,3040870400,inf,822698118.295082,829171296.9623339,831963136.0,831963136.0,831963136
monitoring,filebeat-bktsd,3600000000,inf,1090301280.5245903,1495950649.7228203,1945227264.0,2468749312.0,2468749312
spr-apps,standalone-lst-ml-firehose-deployment-5c4b874895-rdrfb,56908316672,inf,12153046812.444445,17779846202.393097,17059307520.0,17059307520.0,17059307520
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-c9cxb,61203283968,inf,17397671643.42857,17453798917.50492,17435283456.0,17435283456.0,17435283456
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-cn8fq,30601641984,inf,8102805504.0,14660746688.369907,16951222272.0,16951222272.0,16951222272
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-zcm2l,61203283968,inf,13921600118.153847,19247463128.281548,17433018368.0,17433018368.0,17433018368
spr-apps,standalone-lst-ml-samsung-dedicated-deployment-64dbb4fbf4-6xkq6,44023414784,inf,10067240732.444445,15400103689.373749,15110643712.0,15110643712.0,15110643712
spr-apps,standalone-lst-ml-tier1-deployment-5c587d6bb7-bfkbk,37044092928,inf,16232410190.76923,22399430860.07843,21050900480.0,21050900480.0,21050900480
spr-apps,standalone-lst-ml-tier1-deployment-5c587d6bb7-lqnmd,74088185856,inf,35120458768.78689,37304107465.31589,36579205120.0,38225915904.0,38225915904
spr-apps,standalone-lst-ml-tier2-deployment-77f9995fff-drrtr,69793218560,inf,14202400023.272728,19180713977.359383,17845497856.0,17845497856.0,17845497856
spr-apps,standalone-lst-ml-tier2-deployment-77f9995fff-gfdk8,69793218560,inf,8524486246.4,13261021847.304268,17430425600.0,17430425600.0,17430425600
spr-apps,standalone-lst-ml-tier2-deployment-77f9995fff-q6hn2,69793218560,inf,15416034024.727272,22106560099.38513,20533968896.0,20533968896.0,20533968896
spr-apps,standalone-lst-ml-tier3-deployment-f5d97dc4f-mwstd,65498251264,inf,40423731132.85246,40492917798.25016,40494739456.0,40495804416.0,40495804416
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66dgjnts,65498251264,inf,6224195584.0,6224195584.0,6224195584.0,6224195584.0,6224195584
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66dh2hwm,65498251264,inf,19376686545.454544,29469063494.07557,30230044672.0,30230044672.0,30230044672
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66dnbdw4,65498251264,inf,38333595648.0,38333595648.0,38333595648.0,38333595648.0,38333595648
spr-apps,standalone-standalone-hulk-backfill-sink-listening-deploym6krnl,0,inf,34132627456.0,34132627456.0,34132627456.0,34132627456.0,34132627456
